image_id,question,answer
81IgUFAoemL,Is this basket suitable for carrying groceries or laundry?,Yes
81UNHw7OlCL,What color is the inlay on the dog tag?,Blue
81UNHw7OlCL,What is the shape of the pendant?,Dogtag
81UNHw7OlCL,What religious symbol is featured on the pendant?,Cross
91RKv5q0cyL,What color is the Flavia handbag?,Tan
91RKv5q0cyL,How many metallic studs are visible on the flap of the handbag?,4
91RKv5q0cyL,Is this handbag designed to be carried as a backpack or a shoulder bag?,Backpack
71gVXPz7zWL,What color are the packing cubes?,Pink
71gVXPz7zWL,How many packing cubes are shown in the image?,Six
71gVXPz7zWL,Do the packing cubes appear to have mesh sections for visibility?,Yes
71-f6lVah4L,What is the shape of the gemstone in the earring?,Cushion
71-f6lVah4L,What color are the earrings?,White
71-f6lVah4L,How many earrings are shown in the image?,Two
81eXSgPrYOL,What is the main pattern on the phone case?,Stripes
81eXSgPrYOL,How many colors are predominantly used in the design?,Two
81eXSgPrYOL,Is the Apple logo visible through the case?,Yes
71Ul+B20VRL,What color is the background of the phone case?,Black
71Ul+B20VRL,How many people are depicted on the phone case?,Two
71Ul+B20VRL,Is the phone case design primarily based on a photograph or illustration?,Illustration
810y9CvrbxL,What color is the majority of the phone case?,Red
810y9CvrbxL,Is the phone case design a solid color or a pattern?,Pattern
810y9CvrbxL,How many distinct colors are prominently featured on the phone case?,Two
61TGjI0D0lL,What letter is prominently displayed on the phone case?,C
61TGjI0D0lL,What is the predominant color of the design on the phone case?,Gold
61TGjI0D0lL,Is the phone case design primarily floral or geometric?,Floral
51umqaTyONL,What color is the phone case?,Blue
51umqaTyONL,Is the phone case design slim?,Yes
51umqaTyONL,How many phones are shown in the image?,One
71NvAR4Hp4L,What is the dominant color of the phone case?,Brown
71NvAR4Hp4L,Does the case have cutouts for the camera?,Yes
71NvAR4Hp4L,What design is printed on the phone case?,Wood
71hvmRgtqSL,What is the dominant color of the circles on the phone case?,Pink
71hvmRgtqSL,How many distinct design elements are repeated on the phone case?,Two
71hvmRgtqSL,Is this phone case designed for a Samsung phone?,No
71qObODa7nL,What color is the phone case?,Pink
71qObODa7nL,What is the main design element on the phone case?,Flowers
71qObODa7nL,Is the phone case design primarily geometric or floral?,Floral
71i39vKrKzL,What type of shoe is shown in the image?,Brogues
71i39vKrKzL,What is the primary color of the shoe?,Brown
71i39vKrKzL,How many rows of perforations are visible on the shoe's toe cap?,Two
71siMhxhp+L,What is the dominant color on the phone case?,Red
71siMhxhp+L,Is the phone case design primarily geometric or abstract?,Abstract
71siMhxhp+L,How many main colors are prominently featured in the case's design?,Two
61nGBBqPxpL,What color is the dominant color on the phone case?,Orange
61nGBBqPxpL,Is the phone case design abstract or representational?,Abstract
61nGBBqPxpL,Does the case appear to offer full protection for the phone's edges?,Yes
91+cOfnk0QL,How many stacks of hand towels are shown in the image?,2
91+cOfnk0QL,What is the dominant color of the towels?,Beige
91+cOfnk0QL,Are these towels likely to be soft and absorbent based on their material (organic cotton)?,Yes
71L1AoE-ncL,What colors are predominantly shown on the phone case?,Orange
71L1AoE-ncL,Is the phone case design primarily abstract or representational?,Representational
71L1AoE-ncL,Does the case appear to offer full protection to the phone's edges?,Yes
713a+lt25uL,What phone model is this case designed for?,Moto Z2 Play
713a+lt25uL,How many prominent colors are used in the design of this phone case?,Five
713a+lt25uL,Is this phone case primarily made of a hard or soft material?,Hard
91dv3OeHrsL,How many baskets are in the set?,Three
91dv3OeHrsL,What are the primary colors of the baskets?,White
91dv3OeHrsL,Are the baskets made of a natural material?,Yes
312YGC2GNRL,What color is the grill light?,Silver
312YGC2GNRL,How many sections does the flexible arm have?,One
312YGC2GNRL,Can the light be used as a flashlight?,Yes
71+n1+ve+JL,How many steps does this AmazonBasics step ladder have?,5
71+n1+ve+JL,What is the primary color of the ladder's steps?,Black
71+n1+ve+JL,Is the ladder made of wood or metal?,Metal
91FEF2eIq6L,What color are the main straps of this Flavia handbag?,Brown
91FEF2eIq6L,Does this handbag have a shoulder strap?,Yes
91FEF2eIq6L,How many zippers are visible on the Flavia handbag?,Two
810BkZEsapL,What color is the dominant color of the phone case?,Red
810BkZEsapL,Is there a crown depicted on the phone case?,Yes
810BkZEsapL,What word is written on the phone case?,Queen
71r0BDuNEsL,What color are the flowers on the phone case?,Pink
71r0BDuNEsL,Is the phone case design primarily floral?,Yes
71r0BDuNEsL,How many main flowers are prominently featured on the case?,Two
71kiIqHE9mL,What is the weight of the cauliflower rice container?,20
71kiIqHE9mL,What color is the cauliflower rice?,White
71kiIqHE9mL,Is this cauliflower rice ready to be cooked immediately?,Yes
713F9wOLUNL,What color is the masala box?,Red
713F9wOLUNL,Is there a spoon included with this container?,Yes
713F9wOLUNL,How many smaller containers are visible inside the main container?,7
916L1sL5D0L,What color is the flat sheet shown in the image?,Purple
916L1sL5D0L,How many layers of fabric are folded together in this image?,Two
916L1sL5D0L,Is this item likely to be used in a bathroom or a bedroom?,Bedroom
71CYpbIimRL,What is the primary color of the door handle?,Black
71CYpbIimRL,How many visible screws are there on the handle?,One
71CYpbIimRL,Is the handle design more modern or traditional?,Traditional
71cDJGxeGHL,What color is the background of the phone case?,Blue
71cDJGxeGHL,How many different types of cartoon animals are shown on the case?,5
71cDJGxeGHL,Is this case designed for a Xiaomi Redmi 7A?,Yes
61XAgEvnURL,What color is the car on the phone case?,Teal
61XAgEvnURL,How many colors are used as the background on the phone case?,Two
61XAgEvnURL,Is the phone case design primarily geometric or pictorial?,Pictorial
71xPjHpUQAL,What color is the coat rack?,Black
71xPjHpUQAL,How many hooks does the coat rack have?,Nine
71xPjHpUQAL,Is this coat rack suitable for a bedroom?,Yes
71KQNaJPGXL,What color is the background of the phone case design?,Black
71KQNaJPGXL,How many cat ears are shown on the phone case?,Two
71KQNaJPGXL,Is the phone case design primarily made of images or text?,Images
61hiG3YGJjL,What color is the background of the phone case?,Blue
61hiG3YGJjL,How many different types of cats are depicted on the phone case?,Multiple
61hiG3YGJjL,Does the case appear to fully cover the phone's edges?,Yes
71VYkjQQ81L,What color is the phone case?,Brown
71VYkjQQ81L,Is the phone case design textured or smooth?,Textured
71VYkjQQ81L,Does the case appear to have cutouts for the camera and buttons?,Yes
71NXMs7DPCL,What is the main color of the water depicted on the phone case?,Blue
71NXMs7DPCL,Does the phone case design include land features?,Yes
71NXMs7DPCL,How many prominent landmasses are visible in the phone case's image?,One
71-H6ORhtZL,What is the color of the metal bed frame?,Gold
71-H6ORhtZL,How many vertical spindles are there in the headboard?,11
71-H6ORhtZL,Is the headboard design arched or straight?,Arched
717QX9HlRiL,What is the primary color of the vegetable slicer?,Green
717QX9HlRiL,How many adjustment levels does the slicer have for thickness?,5
717QX9HlRiL,Is there a handle on the slicer for easier grip?,Yes
71A7swozraL,How many makeup brushes are shown on the phone case?,Seven
71A7swozraL,What color is the lace holder for the brushes?,White
71A7swozraL,Is the phone case design primarily focused on a single object or a collection of items?,Collection
81qZ3KFj20L,What is the main color scheme of the phone case?,Black
81qZ3KFj20L,Is the phone case design primarily geometric or organic?,Geometric
81qZ3KFj20L,Does the case appear to have cutouts for the camera and ports?,Yes
91W4VSCxfYL,What color is the suitcase?,Black
91W4VSCxfYL,How many wheels does the suitcase have?,Four
91W4VSCxfYL,Is this suitcase designed for carrying clothes on a trip?,Yes
71OBEkyW44L,What colors are predominantly featured on this phone case?,Pink
71OBEkyW44L,How many distinct color bands are visible on the phone case?,Three
71OBEkyW44L,Does the case appear to fully cover the phone's camera?,Yes
71Q81qCXOlL,What is the main pattern on the phone case?,Arrows
71Q81qCXOlL,How many colors are used in the design of this phone case?,Two
71Q81qCXOlL,Is this phone case designed for a Samsung phone?,No
91bQnnxVtRS,What color is the Pinzon throw blanket?,Burgundy
91bQnnxVtRS,Is the blanket folded in the image?,Yes
91bQnnxVtRS,"Based on its size, would this Pinzon throw be suitable for a couch or a bed?",Couch
61c2x6UpuOL,What color is the phone case?,Blue
61c2x6UpuOL,Is the phone case shown completely covering the phone?,Yes
61c2x6UpuOL,Does the case appear to have a textured or smooth surface?,Textured
618LjL2plpL,What color is the phone case?,Black
618LjL2plpL,How many hands are depicted on the phone case?,Two
618LjL2plpL,Is there a heart shown on the phone case?,Yes
71XIR-qgwlL,What is the primary color of this Nia & Nicole wallet?,Peach
71XIR-qgwlL,How many main compartments does the wallet appear to have?,Four
71XIR-qgwlL,Does this wallet have a snap closure?,Yes
812bF1nBdgL,What phone model is this case designed for?,OnePlus 2
812bF1nBdgL,Is the case primarily grey or brown?,Grey
812bF1nBdgL,Does the case appear to have cutouts for buttons and ports?,Yes
81LxTZB3K5L,What is the dominant color scheme of the phone case?,Multicolor
81LxTZB3K5L,Is the phone case design primarily geometric or abstract?,Abstract
81LxTZB3K5L,How many cutouts are visible on the phone case for buttons and ports?,Three
71rXw6RdHHL,How many people are depicted on the phone case?,Two
71rXw6RdHHL,What celestial body are the figures sitting on?,Moon
71rXw6RdHHL,What is the main color of the background on the phone case?,Blue
81HbAI3E1FL,What color is the dominant background of the phone case?,Red
81HbAI3E1FL,What word is prominently displayed on the phone case?,Queen
81HbAI3E1FL,Is there a crown depicted on the phone case?,Yes
61YzCR0eU1L,What color is the phone case background?,Pink
61YzCR0eU1L,Is the design on the case primarily a picture of a person?,Yes
61YzCR0eU1L,How many main colors are used in the illustration on the case?,Four
81X+hyanN2L,How many forks are included in this flatware set?,4
81X+hyanN2L,What is the primary color of this silverware?,Silver
81X+hyanN2L,Is there a slotted spoon in this set?,Yes
71w5LCOe8SL,What color is the top part of the patio table cover?,Beige
71w5LCOe8SL,How many distinct colors are used in this table cover?,Two
71w5LCOe8SL,Is this cover designed to be water-resistant?,Yes
81Ogv795CxL,What is the primary design pattern on the phone case?,Stripes
81Ogv795CxL,Is the phone case described as thin or thick in the product description?,Thin
81Ogv795CxL,How many cutouts are visible on the phone case for buttons and ports?,One
51tWXN7fO2L,What color is the kitchen faucet?,Silver
51tWXN7fO2L,How many handles does this AmazonBasics faucet have?,Two
51tWXN7fO2L,Does this faucet include a sprayer?,Yes
81OYK-GKDiL,What is the weight of the cheese bag shown?,8
81OYK-GKDiL,What type of cheese is depicted in the image?,Cheddar
81OYK-GKDiL,What color is the shredded cheese in the bag?,Yellow
81kW1offhML,What color is the metal wire basket?,Rose
81kW1offhML,How many horizontal bars are visible on the front of the basket?,6
81kW1offhML,Is this basket designed for wall mounting?,Yes
71qdqIOHlWL,What color are the shoes?,White
71qdqIOHlWL,Are these shoes high-tops or low-tops?,Low-tops
71qdqIOHlWL,How many laces are visible on the shoe?,One
71jsUwgeYlL,What colors are prominently featured on the phone case?,Blue
71jsUwgeYlL,Is the phone case design abstract or representational?,Abstract
71jsUwgeYlL,How many main color blocks are visible on the phone case?,Four
51hsoyUO0pL,How many lens filters are included in this AmazonBasics set?,Two
51hsoyUO0pL,What is the main function of the darker filter?,Polarize
51hsoyUO0pL,What color is the filter designed to reduce?,Ultraviolet
71Cb8upghkL,What is depicted on the phone case?,Lights
71Cb8upghkL,How many hanging lights are shown on the case?,Three
71Cb8upghkL,What color are the lights on the phone case?,Orange
810-SQbipZL,What is the main image on the phone case?,Tree
810-SQbipZL,Is the phone case design primarily dark or light?,Dark
810-SQbipZL,How many cutouts are visible for buttons and ports?,Three
71y6ss9wlhL,What colors are predominantly used in the phone case design?,Multicolored
71y6ss9wlhL,Is the phone case design symmetrical?,Yes
71y6ss9wlhL,How many distinct orange circles are visible on the phone case?,4
61AQv4pVNGL,What color is the background of the phone case?,Yellow
61AQv4pVNGL,What is the main design element on the phone case?,Beard
61AQv4pVNGL,Is the phone case compatible with the Vivo V17 Pro?,Yes
71iEI4qbr9L,What color is the bucket in the Presto! Spin Mop Set?,Blue
71iEI4qbr9L,How many mop heads are included with this Presto! Spin Mop Set?,Two
71iEI4qbr9L,Does the Presto! Spin Mop have wheels on its bucket?,Yes
81fF6tcV5eL,What words are spelled out on the phone case?,NOHATE
81fF6tcV5eL,What is the dominant color of the phone case design?,Beige
81fF6tcV5eL,Is the phone case design primarily made up of squares or circles?,Squares
71ZWfnZD+nL,What color are the butterflies on the phone case?,Blue
71ZWfnZD+nL,How many butterflies are depicted on the phone case?,Three
71ZWfnZD+nL,Is the phone case design primarily focused on nature?,Yes
